sensor_id,x_m,y_m,true_distance_m,estimated_distance_m,true_arrival_s,measured_arrival_s,tdoa_ms
S0,0.0,0.0,3.2449961479175906,3.2239786663104377,0.00946063016885595,0.009497196218426481,2.933788339893404
S1,4.0,0.0,3.4828149534536,3.456887791970466,0.010153979456132944,0.010029181363384085,3.4657734848510073
S2,0.0,4.0,2.2203603311174516,2.241888506280856,0.006473353735036302,0.006563407878533077,0.0
S3,4.0,4.0,2.5553864678361276,2.5655601415760696,0.007450106320221946,0.007562974086188891,0.9995662076558139
